name,fighter_skill_summary,url,fighter_skill_record,quote,fighter_nickname,fighter_degree,fighter_lives_in,fighter_reach,fighter_weight,fighter_leg_reach,image,fighter_age,fighter_height,fighter_from,fighter_college
Mauricio Rua,"Very aggressive, excellent background in Muay Thai and Jiu-Jitsu, strength",http://www.ufc.com/fighter/mauricio-Rua,24-10-0,,Shogun,,Curitiba Brazil,"76""",205 lb ( 93 kg ),"40""",//media.ufc.tv/fighter_images//Mauricio_Rua/RUA_MAURICIO.png,36,"6' 1"" ( 185 cm )",Curitiba Brazil,
Anderson Silva,"Very well-rounded, phenomenal striker, speed",http://www.ufc.com/fighter/anderson-Silva,"34-8-0, 1NC",,The Spider,,Curitiba Brazil,"77""",185 lb ( 84 kg ),"42""",//media.ufc.tv/fighter_images/Anderson_Silva/SILVA_ANDERSON.png,43,"6' 2"" ( 187 cm )",Curitiba Brazil,
Anthony Smith,"Standup, Jiu-Jitsu",http://www.ufc.com/fighter/anthony-Smith,28-13-0,,Lionheart,,"Omaha, Nebraska United States","77""",185 lb ( 84 kg ),"44""",//media.ufc.tv/fighter_images/Anthony_Smith/SMITH_ANTHONY.png,29,"6' 4"" ( 193 cm )","Corpus Christi, Texas United States",
Luke Rockhold,"Kickboxing, jiu jitsu, wrestling",http://www.ufc.com/fighter/luke-Rockhold,16-4-0,,,,"Santa Cruz, California United States","77""",185 lb ( 84 kg ),"45""",//media.ufc.tv/fighter_images/Luke_Rockhold/ROCKHOLD_LUKE.png,33,"6' 3"" ( 190 cm )","Santa Cruz, California United States",
Karl Roberson,Kickboxing,http://www.ufc.com/fighter/karl-Roberson,6-0-0,,Baby K,,"Neptune, New Jersey United States","74""",185 lb ( 84 kg ),"41""",,28,"6' 1"" ( 185 cm )","Neptune, New Jersey  United States",
Yoel Romero,"Wrestling, BJJ",http://www.ufc.com/fighter/yoel-Romero,13-2-0,,Soldier of God,,"Coconut Creek, Florida United States","73""",185 lb ( 84 kg ),"42""",//media.ufc.tv/fighter_images/Yoel_Romero/ROMERO_YOEL.png,40,"6' 0"" ( 182 cm )",Pinar del Rio Cuba,
Thiago Santos,High kick,http://www.ufc.com/fighter/thiago-Santos,17-5-0,,de Lima Marreta,,Rio de Janeiro Brazil,"76""",185 lb ( 84 kg ),"42""",//media.ufc.tv/fighter_images/Thiago_Santos/1SANTOS_THIAGO.png,34,"6' 0"" ( 182 cm )",Rio de Janeiro Brazil,
Oskar Piechota,"BJJ, KO power",http://www.ufc.com/fighter/oskar-Piechota,11-0-1,,Imadlo,,Gdynia Poland,"76""",185 lb ( 84 kg ),"42""",//media.ufc.tv/fighter_images/Oskar_Piechota/PIECHOTA_OSKAR.png,28,"6' 0"" ( 182 cm )",Gdansk Poland,
Alex Nicholson,Fighting,http://www.ufc.com/fighter/alex-nicholson,7-4-0,,The Spartan,,"Orlando, Florida United States","81""",185 lb ( 84 kg ),,//media.ufc.tv/fighter_images/Alex_Nicholson/NICHOLSON_ALEX.png,27,"6' 4"" ( 193 cm )","Apopka, Florida United States",
Marcelo Guimaraes,Jiu-jitsu black belt,http://www.ufc.com/fighter/marcelo-Guimaraes,9-2-1,,,Physical Education,"Vitoria, Espirito Santo Brazil",,185 lb ( 84 kg ),,//media.ufc.tv/fighter_images/Marcello_Guimaraes/GUIMARAES_MARCELO.png,34,"6' 0"" ( 182 cm )","Itapemirim, Espirito Santo Brazil",
Eric Spicely,Brazilian Jiu-Jitsu,http://www.ufc.com/fighter/eric-spicely,10-4-0,,Zebrinha,,"Olneyville, Rhode Island United States","73""",185 lb ( 84 kg ),"41""",//media.ufc.tv/fighter_images/Eric_Sicely/SPICELY_ERIC.png,31,"6' 1"" ( 185 cm )","Stoughton, Massachusetts United States",
Marcin Prachnio,Standup fighting,http://www.ufc.com/fighter/marcin-Prachnio,13-3-0,,,,Warsaw Poland,,205 lb ( 93 kg ),,//media.ufc.tv/fighter_images/Marcin_Prachnio/PRACHNIO_MARCIN.png,29,"6' 3"" ( 190 cm )",Warsaw Poland,
Igor Pokrajac,"All-around fighter, durability",http://www.ufc.com/fighter/igor-Pokrajac,"25-13-0, 1NC",,The Duke,,Zagreb Croatia,"74""",205 lb ( 93 kg ),,//media.ufc.tv/fighter_images/Igor_Pokrajac/POKRAJAK_IGOR.png,39,"6' 0"" ( 182 cm )",Zagreb Croatia,
Tyson Pedro,"Boxing, Jiu-Jitsu",http://www.ufc.com/fighter/tyson-pedro,7-1-0,,,,Sydney Australia,"79""",205 lb ( 93 kg ),"43""",//media.ufc.tv/fighter_images/Tyson_Pedro/PEDRO_TYSON.png,26,"6' 3"" ( 190 cm )",Sydney Australia,
Rafael Natal,Ground game,http://www.ufc.com/fighter/rafael-natal,21-9-1,,Sapo,,"New York City, New York United States","76""",185 lb ( 84 kg ),"43""",//media.ufc.tv/fighter_images/Rafael_Natal/205-NATAL_RAFAEL.png,35,"6' 0"" ( 182 cm )",Belo Horizonte Brazil,
Ramazan Emeev,"I am trying to be good in everything - wrestling, striking, grappling",http://www.ufc.com/fighter/ramazan-Emeev,16-3-0,,Gorets,,Makhachkala Russia,"76""",185 lb ( 84 kg ),"42""",//media.ufc.tv/fighter_images/Ramazan_Emeev/EMEEV_RAMAZAN.png,30,"5' 10"" ( 177 cm )",Makhachkala Russia,
Nick Diaz,"Jiu-Jitsu, boxing",http://www.ufc.com/fighter/nick-Diaz,"26-10-0, 1NC",,,,"Stockton, California USA","76""",185 lb ( 84 kg ),,//media.ufc.tv/fighter_images/Nick_Diaz/NickDiaz_Headshot.png,34,"6' 0"" ( 182 cm )","Stockton, California USA",
CB Dollaway,Wrestling,http://www.ufc.com/fighter/CB-Dollaway,18-9-0,,The Doberman,Interdisciplinary Studies,"Tempe, Arizona United States","76""",185 lb ( 84 kg ),"42""",//media.ufc.tv/fighter_images/CB_Dollaway/DOLLAWAY_CB.png,34,"6' 2"" ( 187 cm )","Mt. Gilead, Ohio United States",Arizona State University
Alessio Di Chirico,"Ground game, power, finishing ability",http://www.ufc.com/fighter/alessio-di-chirico,11-1-0,,Manzo,,Rome Italy,"74""",185 lb ( 84 kg ),"45""",//media.ufc.tv/fighter_images/Alessio_DiChrico/DI_CHIRICO_ALESSIO.png,28,"6' 0"" ( 182 cm )",Rome Italy,
Paulo Costa,Striking,http://www.ufc.com/fighter/paulo-henrique-costa,11-0-0,,The Eraser,,"Contagem, MG Brazil","72""",185 lb ( 84 kg ),"39""",//media.ufc.tv/fighter_images/Paulo_Henrique_Costa/BORRACHINHA_PAULO.png,27,"6' 1"" ( 185 cm )","Belo Horizonte, MG Brazil",
Gabriel Checco,Ground game,http://www.ufc.com/fighter/gabriel-Checco,10-2-0,,Zangief,,"Las Vegas, Nevada United States",,185 lb ( 84 kg ),,,32,"6' 1"" ( 185 cm )","Torrinha, Sao Paulo Brazil",
Magnus Cedenblad,My strength is that I don't have any weaknesses,http://www.ufc.com/fighter/magnus-Cedenblad,14-5-0,,Jycken,,Stockholm Sweden,"79""",185 lb ( 84 kg ),"48""",//media.ufc.tv/fighter_images/Magnus_Cedenblad/CEDENBLAD_MAGNUS.png,36,"6' 3"" ( 190 cm )",Stockholm Sweden,
Antonio Carlos Junior,"Offensive jiu-jitsu, heavy hands",http://www.ufc.com/fighter/antonio-carlos,"11-2-0, 1NC",,Cara de Sapato,,"Coconut Creek, Florida United States","79""",185 lb ( 84 kg ),"42""",//media.ufc.tv/fighter_images/Antonio_Carlos/CARLOS_JUNIOR_ANTONIO.png,28,"6' 2"" ( 187 cm )","João Pessoa, Paraíba Brazil",
Chris Camozzi,"Muay Thai, BJJ",http://www.ufc.com/fighter/chris-Camozzi,24-13-0,,,,"Lakewood, Colorado United States","76""",185 lb ( 84 kg ),"42""",//media.ufc.tv/fighter_images/Chris_Camozzi/CAMOZZI_CHRIS.png,31,"6' 2"" ( 187 cm )","Alameda, California United States",
Charles Byrd,"Muay Thai, very athletic",http://www.ufc.com/fighter/charles-Byrd,9-4-0,,Kid Dynamite,,"Dallas, Texas United States","73""",185 lb ( 84 kg ),"39""",//media.ufc.tv/fighter_images/Charles_Byrd/BYRD_CHARLES.png,34,"5' 10"" ( 177 cm )","Pine Bluff, Arkansas United States",
Derek Brunson,"Speed, power",http://www.ufc.com/fighter/derek-Brunson,18-6-0,,,Criminal Justice,"Wilmington, North Carolina United States","77""",185 lb ( 84 kg ),"43""",//media.ufc.tv/fighter_images/Derek_Brunson/BRUNSON_DEREK.png,34,"6' 1"" ( 185 cm )","Wilmington, North Carolina United States",
David Branch,"Determination, technique, power",http://www.ufc.com/fighter/dave-Branch,21-4-0,,,,"Brooklyn, New York United States","81""",185 lb ( 84 kg ),,//media.ufc.tv/fighter_images//Dave_Branch/11BRANCH_DAVID.png,36,"6' 1"" ( 185 cm )","Bronx, New York United States",
Jamie Pickett,Striking,http://www.ufc.com/fighter/jamie-Pickett,7-2-0,,,,"Greenville, North Carolina United States","80""",185 lb ( 84 kg ),"45""",,29,"6' 3"" ( 190 cm )","Jacksonville, North Carolina United States",
Michael Bisping,"Stand-up, heart, adapts to any situation, fitness",http://www.ufc.com/fighter/michael-Bisping,31-9-0,,The Count,,Manchester England,"75""",185 lb ( 84 kg ),"44""",//media.ufc.tv/fighter_images/Michael_Bisping/BISPING_MICHAEL.png,39,"6' 1"" ( 185 cm )",Manchester England,
Keith Berish,"Wrestling, BJJ and Muay Thai",http://www.ufc.com/fighter/keith-Berish,"5-1-0, 1NC",,Sha Bang Bang,,"Kingston, New York USA","73""",185 lb ( 84 kg ),"38""",//media.ufc.tv/fighter_images/Keith_Berish/BERISH_KEITH.png,32,"6' 0"" ( 182 cm )","Poughkeepsie, New York USA",
Tim Boetsch,"Wrestling, heart, strong chin",http://www.ufc.com/fighter/tim-Boetsch,21-12-0,,The Barbarian,Criminal Justice,"Sunbury, Pennsylvania United States","74""",185 lb ( 84 kg ),"42""",//media.ufc.tv/fighter_images/Tim_Boetsch/BOETSCH_TIM.png,37,"6' 0"" ( 182 cm )","Lincolnville, Maine United States",Lock Haven University
Abu Azaitar,,http://www.ufc.com/fighter/abu-Azaitar,"13-1-1, 1NC",,,,,,185 lb ( 84 kg ),,//media.ufc.tv/fighter_images//ComingSoon/comingsoon_headshot_odopod.png,32,"5' 10"" ( 177 cm )",,
Eryk Anders,"Jiu-Jitsu, boxing",http://www.ufc.com/fighter/eryk-Anders,10-1-0,,Ya Boi,,"Birmingham, Alabama United States","75""",185 lb ( 84 kg ),"43""",//media.ufc.tv/fighter_images/eryk_anders/ANDERS_ERYK.png,31,"6' 1"" ( 185 cm )","San Antonio , Texas United States",
Vitor Belfort,"Boxing, Brazilian jiu-jitsu, explosive striking",http://www.ufc.com/fighter/vitor-Belfort,"26-13-0, 1NC",,The Phenom,,Rio de Janerio Brazil,"74""",185 lb ( 84 kg ),"41""",//media.ufc.tv/fighter_images/Vitor_Belfort/BELFORT_VITOR.png,41,"6' 0"" ( 182 cm )",Rio de Janeiro Brazil,
Omari Akhmedov,"Striking, takedowns",http://www.ufc.com/fighter/omari-Akhmedov,17-4-1,,Wolverine,,Makhachkala Russia,"73""",185 lb ( 84 kg ),"40""",//media.ufc.tv/fighter_images/Omari_Akhmedov/AKHMEDOV_OMARI.png,30,"6' 0"" ( 182 cm )","Kizlyar, Dagestan Russia",
John Phillips,KO Power,http://www.ufc.com/fighter/john-phillips,"21-6-0, 1NC",,The Welsh Wrecking Machine,,Dublin Ireland,"75""",185 lb ( 84 kg ),"42""",//media.ufc.tv/fighter_images/john-phillips/PHILLIPS_JOHN.png,32,"5' 11"" ( 180 cm )",Swansea Wales,
Markus Perez,Good mental game,http://www.ufc.com/fighter/markus-Perez,9-1-0,,Maluko,,Sao Paulo Brazil,,185 lb ( 84 kg ),,//media.ufc.tv/fighter_images/Markus_Perez/PEREZ_MARKUS.png,27,"6' 1"" ( 185 cm )",Sao Paulo Brazil,
Marcos Rogerio De Lima,Striking,http://www.ufc.com/fighter/marcus-rogerio-de-lima,15-6-1,,Pezao,,Sao Paulo Brazil,"75""",205 lb ( 93 kg ),"43""",//media.ufc.tv/fighter_images/Marcos_Rogerio_De_Lima/ROGERIO-DE-LIMA_MARCOS.png,32,"6' 1"" ( 185 cm )","Ribeirâo Pires, Sao Paulo Brazil",
Henrique da Silva,"Kickboxing, one-punch KO Power",http://www.ufc.com/fighter/luiz-henrique-da-silva,12-4-0,,Frankenstein,,"Benevides, Para Brazil","76""",205 lb ( 93 kg ),"43""",//media.ufc.tv/fighter_images//Luiz_Henrique-Da-Silva/1DA_SILVA_HENRIQUE.png,28,"6' 3"" ( 190 cm )","Limoeiro, Pernambuco Brazil",
Ion Cutelaba,"Wrestling, striking, sambo",http://www.ufc.com/fighter/ion-cutelaba,"13-3-0, 1NC",,The Hulk,,Chisinau Republic of Moldova,"75""",205 lb ( 93 kg ),"41""",//media.ufc.tv/fighter_images/Ion_Cutelaba/CUTELABA_ION.png,24,"6' 1"" ( 185 cm )",Chisinau Republic of Moldova,USM Moldova Juridic Department
Angel De Anda,Great Striking,http://www.ufc.com/fighter/angel-De-Anda,18-6-0,,,,"Modesto, California United States",,205 lb ( 93 kg ),,,32,"5' 9"" ( 175 cm )","Modesto, California United States",
Patrick Cummins,"Strength, cardio, mental toughness",http://www.ufc.com/fighter/patrick-Cummins,10-4-0,,Durkin,Bachelor of Fine Arts,"Boca Raton, Florida United States","76""",205 lb ( 93 kg ),"43""",//media.ufc.tv/fighter_images/Patrick_Cummins/1CUMMINS_PATRICK.png,37,"6' 2"" ( 187 cm )","Doylestown, Pennsylvania United States",Penn State University
Paul Craig,"BJJ, Boxing",http://www.ufc.com/fighter/paul-craig,9-2-0,,BearJew,,Coatbridge Scotland,"76""",205 lb ( 93 kg ),"43""",//media.ufc.tv/fighter_images/Paul_Craig/CRAIG_PAUL.png,30,"6' 4"" ( 193 cm )",Airdrie Scotland,
Misha Cirkunov,"Solid all-around, very explosive",http://www.ufc.com/fighter/misha-cirkunov,13-4-0,,,,"Toronto, Ontario Canada","77""",205 lb ( 93 kg ),"43""",//media.ufc.tv/fighter_images/Misha_Cirkunov/CIRKUNOV_MISHA.png,31,"6' 3"" ( 190 cm )",Riga Latvia,
Joachim Christensen,"Striking, jiu-jitsu",http://www.ufc.com/fighter/joachim-christensen,14-6-0,,,,Copenhagen Denmark,"76""",205 lb ( 93 kg ),"43""",//media.ufc.tv/fighter_images/Joaquim_Christensen/CHRISTENSEN_JOACHIM_211.png,39,"6' 3"" ( 190 cm )",Copenhagen Denmark,
Jake Collier,Striking,http://www.ufc.com/fighter/jake-collier,11-4-0,,The Prototype,,"Cuba, Missouri USA","78""",205 lb ( 93 kg ),"43""",//media.ufc.tv/fighter_images/Jake_Collier/COLLIER_JAKE.png,29,"6' 3"" ( 190 cm )","St. Louis, Missouri USA",
Daniel Cormier,Wrestling,http://www.ufc.com/fighter/daniel-Cormier,"20-1-0, 1NC",,DC,Sociology,"San Jose, California United States","72""",205 lb ( 93 kg ),"41""",//media.ufc.tv/fighter_images/Daniel_Cormier/CORMIER_DANIEL.png,39,"5' 11"" ( 180 cm )","Lafayette, Louisiana United States",Oklahoma State University
Devin Clark,"Wrestling, Speed, Power",http://www.ufc.com/fighter/devin-clark,9-2-0,,Brown Bear,,"Sioux Falls, South Dakota United Statets","75""",205 lb ( 93 kg ),"41""",//media.ufc.tv/fighter_images/Devin_Clark/1CLARK_DEVIN.png,28,"6' 0"" ( 182 cm )","Sioux Falls, South Dakota United States",
Jared Cannonier,"Boxing, speed, footwork",http://www.ufc.com/fighter/jared-cannonier,10-3-0,,Tha Killa Gorilla,,"Anchorage, Alaska United States","77""",205 lb ( 93 kg ),"41""",//media.ufc.tv/fighter_images/Jared_Cannonier/CANNONIER_JARED.png,34,"5' 11"" ( 180 cm )","Dallas, Texas United States",
Steve Bosse,"Powerful striker, great conditioning",http://www.ufc.com/fighter/steve-Bosse,12-2-0,,The Boss,,"St-Jean Sur Richelieu, Quebec Canada","72""",205 lb ( 93 kg ),"40""",//media.ufc.tv/fighter_images/Steve_Bosse/BOSSE_STEVE.png,36,"5' 11"" ( 180 cm )","St-Jean Sur Richelieu, Quebec, Canada, Quebec Canada",
Jan Blachowicz,"Well-rounded, Jiu-Jitsu, Muay Thai",http://www.ufc.com/fighter/jan-Blachowicz,21-7-0,,,,Warsaw Poland,"78""",205 lb ( 93 kg ),"44""",//media.ufc.tv/fighter_images/Jan_Blachowicz/BLACHOWICZ_JAN.png,35,"6' 2"" ( 187 cm )",Cieszyn Poland,
Anton Berzin,"Well-rounded, a smart fighter",http://www.ufc.com/fighter/anton-berzin,5-2-0,,The Body Snatcher,,"Philadelphia, Pennsylvania USA",,205 lb ( 93 kg ),,,28,"6' 2"" ( 187 cm )",Kremenchuk Ukraine,
James Bochnovic,Well-rounded,http://www.ufc.com/fighter/james-Bochnovic,8-2-0,,,,"Kenosha, Wisconsin United States","81""",205 lb ( 93 kg ),"45""",//media.ufc.tv/fighter_images/james_bochnovic/BOCHNOVIC_JAMES.png,29,"6' 4"" ( 193 cm )","Glen Ellyn, Illinois United States",
Gadzhimurad Antigulov,Wrestling,http://www.ufc.com/fighter/gadzhimurad-Antigulov,20-4-0,,,,Makhachkala Russia,"70""",205 lb ( 93 kg ),"40""",//media.ufc.tv/fighter_images/Gadzhimurad_Antigulov/ANTIGULOV_GADZHIMURAD_211.png,31,"5' 11"" ( 180 cm )",Dagestan Russia,
Abdul-Kerim Edilov,Combat sambo,http://www.ufc.com/fighter/abdul-kerim-edilov,16-4-0,,,,Grozny Russia,"78""",205 lb ( 93 kg ),"42""",//media.ufc.tv/fighter_images/Abdul_Kerim_Edilov/EDILOV_ABDUL_KERIM.png,26,"6' 1"" ( 185 cm )",Chechen Republic Russia,
Michal Oleksiejczuk,"Durability, KO power",http://www.ufc.com/fighter/michael-Oleksiejczuk,13-2-0,,Lord,,Leczna Poland,"74""",205 lb ( 93 kg ),"40""",//media.ufc.tv/fighter_images/Michael_Oleksiejczuk/OLEKSIEJCZUK_MICHAL.png,23,"6' 0"" ( 182 cm )",Wlodawa Poland,
Volkan Oezdemir,"Power, versatility, work ethic",http://www.ufc.com/fighter/volkan-Oezdemir,15-2-0,,No Time,,"Coconut Creek, Florida United States","75""",205 lb ( 93 kg ),"40""",//media.ufc.tv/fighter_images/Volkan_Oezdemir/OEZDEMIR_VOLKAN.png,28,"6' 2"" ( 187 cm )",Fribourg Switzerland,
Magomed Ankalaev,well-rounded,http://www.ufc.com/fighter/magomed-Ankalaev,9-0-0,,,,Makhachkala Russia,"75""",205 lb ( 93 kg ),"46""",//media.ufc.tv/NONEVENT/SILHOUETTE.png,25,"6' 2"" ( 187 cm )",Dagestan Russia,
Andrew Sanchez,"World class grappling, dynamic striking, very well-rounded, mentally tough, grinder",http://www.ufc.com/fighter/andrew-sanchez,10-4-0,,El Dirte,,"Fairfield, New Jersey United States","74""",185 lb ( 84 kg ),"41""",//media.ufc.tv/fighter_images/Andrew_Sanchez/SANCHEZ_ANDREW.png,30,"6' 1"" ( 185 cm )","Belleville, Illinois United States",
Antonio Braga Neto,Ground game and submissions,http://www.ufc.com/fighter/antonio-Braga-Neto,"9-3-0, 1NC",,,,Rio de Janeiro Brazil,"77""",185 lb ( 84 kg ),,//media.ufc.tv/fighter_images/Antonio_Braga_Neto/BRAGO_NETO_ANTONIO.png,30,"6' 3"" ( 190 cm )",Manaus Brazil,
Jimi Manuwa,KO power,http://www.ufc.com/fighter/jimi-Manuwa,17-3-0,,Poster Boy,,London England,"79""",205 lb ( 93 kg ),"43""",//media.ufc.tv/fighter_images/Jimi_Manuwa/MANUWA_JIMI.png,38,"6' 1"" ( 185 cm )","Sacramento, California United States",
Antonio Rogerio Nogueira,"Boxing, Jiu Jitsu, BJJ black belt",http://www.ufc.com/fighter/antonio-Rogerio-Nogueira,22-7-0,,,,Rio de Janeiro Brazil,"75""",205 lb ( 93 kg ),"43""",//media.ufc.tv/fighter_images//Antonio_Nogueira/NOGUEIRA_ROGERIO.png,41,"6' 2"" ( 187 cm )","Vitoria da Conquista, Bahia Brazil",
Adam Milstead,Striking,http://www.ufc.com/fighter/adam-milstead,"8-2-0, 1NC",,The Prototype,,"Pittsburgh, Pennsylvania United States","76""",205 lb ( 93 kg ),"42""",//media.ufc.tv/fighter_images/Adam_Milstead/MILSTEAD_ADAM.png,30,"6' 3"" ( 190 cm )","Calvert County, Maryland United States",
Azamat Murzakanov,,http://www.ufc.com/fighter/azamat-Murzakanov,7-0-0,,,,,,205 lb ( 93 kg ),,//media.ufc.tv/fighter_images//ComingSoon/comingsoon_headshot_odopod.png,,"5' 11"" ( 180 cm )",,
Ilir Latifi,Well-rounded,http://www.ufc.com/fighter/ilir-Latifi,"15-5-0, 1NC",,The Sledgehammer,,Malmo Sweden,"73""",205 lb ( 93 kg ),,//media.ufc.tv/fighter_images/Ilir_Latifi/LATIFI_ILIR-02-26-18.png,34,"5' 10"" ( 177 cm )",Malmo Sweden,
Tom Lawlor,"Wrestling, Conditioning",http://www.ufc.com/fighter/tom-Lawlor,"10-6-0, 1NC",,Filthy,,"Las Vegas, Nevada USA","74""",205 lb ( 93 kg ),"41""",//media.ufc.tv/fighter_images/Tom_Lawlor/LAWLER_TOM.png,34,"6' 0"" ( 182 cm )","Fall River, MA USA",
Jon Jones,"Wrestling, Jiu-Jitsu, Muay Thai",http://www.ufc.com/fighter/jon-Jones,23-1-0,"Fighting me is bad for your career, it's going to be bad for your image.""",Bones,Associates Degree,"Albuquerque, New Mexico USA","84""",205 lb ( 93 kg ),"45""",//media.ufc.tv/fighter_images/Jon_Jones/JONES_JON.png,30,"6' 4"" ( 193 cm )","Rochester, New York USA",Iowa Central
Jordan Johnson,Wrestling,http://www.ufc.com/fighter/jordan-Johnson,9-0-0,,,,"San Diego, California United States","79""",205 lb ( 93 kg ),"41""",//media.ufc.tv/fighter_images/Jordan_Johnson/JOHNSON_JORDAN.png,29,"6' 2"" ( 187 cm )","Richmond, Virginia United States",
Ed Herman,"Aggressive ground and pound, clinch fighting, wrestling",http://www.ufc.com/fighter/ed-Herman,"24-13-0, 1NC",,Short Fuse,,"Portland, Oregon United States","77""",205 lb ( 93 kg ),"42""",//media.ufc.tv/fighter_images/Ed_Herman/HERMAN_ED2.png,37,"6' 1"" ( 185 cm )","Vancouver, Washington United States",
Alexander Gustafsson,"Aggressiveness, good standup",http://www.ufc.com/fighter/alexander-Gustafsson,18-4-0,,The Mauler,,Stockholm Sweden,"79""",205 lb ( 93 kg ),"46""",//media.ufc.tv/fighter_images/Alexander_Gustafsson/GUSTAFSSON_ALEXANDER_stockholm.png,31,"6' 5"" ( 195 cm )",Arboga Sweden,
Marcel Fortuna,Ground Game,http://www.ufc.com/fighter/marcel-Fortuna,9-3-0,,Maozinha,,"Tubarao, Santa Catarina Brazil","74""",205 lb ( 93 kg ),"42""",//media.ufc.tv/fighter_images/Marcel_Fortuna/FORTUNA_MARCEL.png,32,"6' 1"" ( 185 cm )","Tubarao, Santa Catarina Brazil",
Corey Anderson,Wrestling,http://www.ufc.com/fighter/corey-anderson,10-4-0,,Overtime,Business Administration,"Robbinsville, New Jersey United States","79""",205 lb ( 93 kg ),"44""",//media.ufc.tv/fighter_images/Corey_Anderson/1ANDERSON_COREY.png,28,"6' 3"" ( 190 cm )","Rockton, Illinois United States",University of Wisconsin-Whitewater
Shelton  Graves,"Speed, boxing, wrestling",http://www.ufc.com/fighter/shelton-Graves,7-3-0,,“The Gravedigger”,,"Belcamp, Maryland United States","76""",265 lb ( 120 kg ),"40""",,32,"6' 2"" ( 187 cm )","Baltimore , Maryland United States",
Damian Grabowski,"Ground-and-pound, submissions, ground game",http://www.ufc.com/fighter/damian-Grabowski,20-5-0,,The Polish Pitbull,,Opole Poland,"75""",241 lb ( 109 kg ),"41""",//media.ufc.tv/fighter_images/Damain_Grabowski/GRABOWSKI_DAMIAN.png,37,"6' 1"" ( 185 cm )",Opole Poland,
Marcelo Golm,"Striking, grappling",http://www.ufc.com/fighter/marcelo-Golm,6-1-0,,,,"Pitangueiras, Sao Paulo Brazil","75""",249 lb ( 113 kg ),"42""",//media.ufc.tv/fighter_images/Marcelo_Golm/GOLM_MARCELO.png,25,"6' 3"" ( 190 cm )","Pitangueiras, Sao Paulo Brazil",
Cameron Olson,"Strength, well-rounded",http://www.ufc.com/fighter/cameron-Olson,"8-3-0, 1NC",,Cap'n Crunch,,"Milwaukee, Wisconsin United States","75""",205 lb ( 93 kg ),,,28,"6' 1"" ( 185 cm )","Clarksville, Tennessee United States",
Mark Godbeer,Striking,http://www.ufc.com/fighter/mark-godbeer,13-3-0,,The Hand Of,,Bridgewater England,"77""",240 lb ( 109 kg ),"44""",//media.ufc.tv/fighter_images/Mark_Godbeer/GODBEER_MARK.png,34,"6' 2"" ( 187 cm )",Taunton  England,
Carlos Felipe,,http://www.ufc.com/fighter/carlos-Felipe,8-0-0,,,,,,245 lb ( 111 kg ),,//media.ufc.tv/fighter_images//ComingSoon/comingsoon_headshot_odopod.png,23,"6' 0"" ( 182 cm )",,
Todd Duffee,Heart and athleticism,http://www.ufc.com/fighter/todd-Duffee,9-3-0,,,,"Boca Raton, Florida USA","79""",260 lb ( 118 kg ),,//media.ufc.tv/fighter_images/Todd_Duffee/DUFFEE_TODD_AD.png,32,"6' 3"" ( 190 cm )","Evansville, Indiana USA",
